title,author
The Dragon Keeper,Robin Hobb
Practical Magic,Alice Hoffman
The Gate House,Nelson DeMille
Magic Shifts,Ilona Andrews
A Quick Bite,Lynsay Sands
Seize the Night,Sherrilyn Kenyon
Nemesis,Agatha Christie
Dirty,Kylie Scott
After,Anna Todd
The Templar Legacy,Steve Berry
After the Night,Linda Howard
Kidnapped,Robert Louis Stevenson
Fated,Benedict Jacka
Blackout,Connie Willis
Hard Magic,Larry Correia
Third Grave Dead Ahead,Darynda Jones
Blue Dahlia,Nora Roberts
Fool Me Once,Harlan Coben
"Black Cat, Volume 1",Kentaro Yabuki
Stars of Fortune,Nora Roberts
Ramona and Her Mother,Beverly Cleary
Accelerando,Charles Stross
Breaking Dawn,Stephenie Meyer
The Weight of Glory,C.S. Lewis
Casino Royale,Ian Fleming
Oryx and Crake,Margaret Atwood
A Spot of Bother,Mark Haddon
The Pale Rider,Bernard Cornwell
Such a Rush,Jennifer Echols
The Physician,Noah Gordon
Skipping Christmas,John Grisham
Sweethearts,Sara Zarr
The Plains of Passage,Jean M. Auel
Airframe,Michael Crichton
Clean Sweep,Ilona Andrews
"Gone, Baby, Gone",Dennis Lehane
Daughter,Jane Shemilt
Frost Burned,Patricia Briggs
Twelve Sharp,Janet Evanovich
Flyy Girl,Omar Tyree
"Rabbit, Run",John Updike
Homo faber: Ein Bericht,Max Frisch
The Howling,Gary Brandner
Hades,Alexandra Adornetto
Babylon's Ashes,James S.A. Corey
The Big Bad Wolf  ,James Patterson
Nemesis,Isaac Asimov
Captains Courageous,Rudyard Kipling
First Strike,Eric S. Nylund
The Serpent of Venice,Christopher Moore
Along for the Ride,Sarah Dessen
Coyote Blue,Christopher Moore
Tribute,Nora Roberts
Foundation's Edge,Isaac Asimov
The Violets of March,Sarah Jio
Dead to the World,Charlaine Harris
The Pilgrims of Rayne,D.J. MacHale
Loser,Jerry Spinelli
Elizabeth Is Missing,Emma Healey
The Kings of Clonmel,John Flanagan
The Measure of a Lady,Deeanne Gist
Apple Tree Yard,Louise Doughty
Soulless,Gail Carriger
The Darkest Kiss,Gena Showalter
The Well of Lost Plots,Jasper Fforde
The Far Side Gallery,Gary Larson
George,Alex Gino
The Comfort of Strangers,Ian McEwan
The Novice,Trudi Canavan
The Mane Event,Shelly Laurenston
I Am the Cheese,Robert Cormier
On a Pale Horse,Piers Anthony
The Caves of Steel,Isaac Asimov
Tricked,Kevin Hearne
"Envy (Fallen Angels, #3)",J.R. Ward
Light on Snow,Anita Shreve
Clockwork Princess,Cassandra Clare
The Returned,Jason Mott
No Humans Involved,Kelley Armstrong
The Summer Tree,Guy Gavriel Kay
That Hideous Strength,C.S. Lewis
The Manchurian Candidate,Richard Condon
Cannery Row ,John Steinbeck
Inside the O'Briens,Lisa Genova
Beautiful Ruins,Jess Walter
The Beautiful Mystery,Louise Penny
The Painted Veil,W. Somerset Maugham
The Blinding Knife,Brent Weeks
Sometimes Never,Cheryl McIntyre
Skinny Dip,Carl Hiaasen
Zero History,William Gibson
Look to Windward,Iain M. Banks
Wolf in White Van,John Darnielle
Evil Under the Sun,Agatha Christie
Forget You,Jennifer Echols
Sea of Poppies,Amitav Ghosh
Lady Friday,Garth Nix
Phantoms,Dean Koontz
Get Shorty,Elmore Leonard
Raven Black,Ann Cleeves
The Bonesetter's Daughter,Amy Tan
Black and Blue,Anna Quindlen
Dexter by Design,Jeff Lindsay
Aura,Carlos Fuentes
Enclave,Ann Aguirre
Perfect,Judith McNaught
Daughter of Smoke & Bone,Laini Taylor
Sphere,Michael Crichton
Sahara,Clive Cussler
Night Watch,Terry Pratchett
Cry Wolf,Patricia Briggs
Old Yeller,Fred Gipson
The Book of Lost Things,John Connolly
LaRose,Louise Erdrich
House of Many Ways,Diana Wynne Jones
Leota's Garden,Francine Rivers
Gathering Blue,Lois Lowry
Guilty as Sin (Deer Lake #2),Tami Hoag
The Art Forger,B.A. Shapiro
Mere Christianity,C.S. Lewis
Stolen Prey,John Sandford
The Matchmaker,Elin Hilderbrand
The Lost Symbol,Dan Brown
The Storyteller,Jodi Picoult
Black-Eyed Susans,Julia Heaberlin
Grim Tuesday,Garth Nix
King's Cage,Victoria Aveyard
Diary,Chuck Palahniuk
Passenger,Alexandra Bracken
A Chair for My Mother ,Vera B. Williams
The Kept Woman,Karin Slaughter
The Life List,Lori Nelson Spielman
Pandemonium,Lauren Oliver
Fight Club,Chuck Palahniuk
Train to Pakistan,Khushwant Singh
Burned,Karen Marie Moning
Moon Palace,Paul Auster
My Booky Wook,Russell Brand
I Heart New York,Lindsey Kelk
Autumn in Paris,Ilana Tan
Imperial Bedrooms,Bret Easton Ellis
Angelfall,Susan Ee
My Sweet Audrina,V.C. Andrews
A Certain Slant of Light,Laura Whitcomb
Airborn,Kenneth Oppel
The Stonekeeper,Kazu Kibuishi
"Son (The Giver, #4)",Lois Lowry
Amazonia,James Rollins
Inherent Vice,Thomas Pynchon
You'll Grow Out of It,Jessi Klein
The Cement Garden,Ian McEwan
Married By Morning,Lisa Kleypas
Just After Sunset,Stephen King
The Abduction,John Grisham
While My Sister Sleeps,Barbara Delinsky
Anne of Windy Poplars,L.M. Montgomery
Main Street,Sinclair Lewis
Fool's Errand,Robin Hobb
Chocolat,Joanne Harris
Incarceron,Catherine Fisher
The Firebird,Susanna Kearsley
The House We Grew Up In,Lisa Jewell
Dandelion Wine,Ray Bradbury
The Dispossessed,Ursula K. Le Guin
The Tale of the Body Thief,Anne Rice
Back Roads,Tawni O'Dell
Oracle Night,Paul Auster
The Indigo Spell,Richelle Mead
Better Than Life,Grant Naylor
The Mammoth Hunters,Jean M. Auel
Shadows of Self,Brandon Sanderson
Hot Ticket,Olivia Cunning
The Invention of Wings,Sue Monk Kidd
Whose Body?,Dorothy L. Sayers
Us,David Nicholls
Inheritance,Christopher Paolini
The Last Patriot,Brad Thor
Black Notice,Patricia Cornwell
Until I Find You,John Irving
Tiger Lily,Jodi Lynn Anderson
The Human Stain,Philip Roth
The Lords of Discipline,Pat Conroy
Finding Cinderella,Colleen Hoover
Shopaholic and Sister,Sophie Kinsella
The Black Company,Glen Cook
The Rose & the Dagger,Renee Ahdieh
The Orc King,R.A. Salvatore
Home,Marilynne Robinson
Dark Guardian,Christine Feehan
Strengths Finder 2.0,Tom Rath
Edvard Munch,Ulrich Bischoff
The Temple of My Familiar,Alice Walker
Three Junes,Julia Glass
Contest,Matthew Reilly
A Cup of Friendship,Deborah Rodriguez
Life As We Knew It,Susan Beth Pfeffer
Nightmares & Dreamscapes ,Stephen King
Glass Sword,Victoria Aveyard
A Complicated Kindness,Miriam Toews
Psycho,Robert Bloch
The Glass Lake,Maeve Binchy
Hollywood,Charles Bukowski
An Ember in the Ashes,Sabaa Tahir
The Other Daughter,Lisa Gardner
Never Look Away,Linwood Barclay
Written in Red,Anne Bishop
One for the Money,Janet Evanovich
The Lost World ,Arthur Conan Doyle
Raising Steam,Terry Pratchett
The Odessa File,Frederick Forsyth
Salmon Fishing in the Yemen,Paul Torday
Junk,Melvin Burgess
Carolina Moon,Nora Roberts
Cop Town,Karin Slaughter
Library of Souls ,Ransom Riggs
The Visitor,Lee Child
The Dog Stars,Peter Heller
Music of the Heart,Katie Ashley
Economics in One Lesson,Henry Hazlitt
Longitude,"Dava Sobel, Neil Armstrong"
Blankets,Craig Thompson
The Secret Servant,Daniel Silva
After I'm Gone,Laura Lippman
This Present Darkness,Frank E. Peretti
A Scanner Darkly ,Philip K. Dick
The Black Prism,Brent Weeks
The Chaperone,Laura Moriarty
Skinwalker,Faith Hunter
Princeps' Fury,Jim Butcher
Abarat,Clive Barker
If You Find Me,Emily Murdoch
The Secret Between Us,Barbara Delinsky
The Collector,Nora Roberts
Emperor of Thorns,Mark  Lawrence
The Engagements,J. Courtney Sullivan
Plum Island,Nelson DeMille
The Oath,Frank E. Peretti
Morgawr ,Terry Brooks
The Smoke Jumper,Nicholas Evans
Mortal Engines,Philip Reeve
The Water is Wide,Pat Conroy
Private Peaceful,Michael Morpurgo
The Red Garden,Alice Hoffman
A Perfect Evil,Alex Kava
Sandry's Book,Tamora Pierce
Forever . . .,Judy Blume
"Bless Me, Ultima",Rudolfo Anaya
Mila 18,Leon Uris
The Marriage Bargain,Jennifer Probst
Requiem (Providence #2),Jamie McGuire
The Shining Girls,Lauren Beukes
Dark Fire,Christine Feehan
On the Way to Wedding,Julia Quinn
Drop City,"T.C. Boyle, Richard Poe"
Star Wars: Lost Stars,Claudia Gray
The Sapphire Rose ,David Eddings
The Runaway Jury,John Grisham
The Shell Seekers,Rosamunde Pilcher
Dark Rivers of the Heart,Dean Koontz
Drowned Wednesday,Garth Nix
Until You,Judith McNaught
Tara Road,Maeve Binchy
Revelations,Melissa de la Cruz
The Feast of All Saints,Anne Rice
Big Trouble,Dave Barry
Stitches: A Memoir,David Small
A Window Opens,Elisabeth Egan
Darkest Hour,Meg Cabot
Blood Red Road ,Moira Young
Mountain Interval,Robert Frost
Fuzzy Nation,John Scalzi
A Gentleman in Moscow,Amor Towles
Shadow Spell,Nora Roberts
The Skull Throne,Peter V. Brett
Songs of Willow Frost,Jamie Ford
The Lost Saint,Bree Despain
Partials,Dan Wells
Prayers for Rain ,Dennis Lehane
Fire Touched,Patricia Briggs
A Different Blue,Amy Harmon
Queen of Babble Gets Hitched,Meg Cabot
Slave to Sensation,Nalini Singh
The Wrath & the Dawn,Renee Ahdieh
The Amulet of Samarkand,Jonathan Stroud
The Memory of Earth,Orson Scott Card
Supernova: Petir,Dee Lestari
Children of the Mind,Orson Scott Card
All the Pretty Horses,Cormac McCarthy
Tyrannosaur Canyon,Douglas Preston
The Akhenaten Adventure,P.B. Kerr
Sabriel,Garth Nix
Wicked Lovely ,Melissa Marr
Graffiti Moon,Cath Crowley
Magyk,Angie Sage
The Heart Goes Last,Margaret Atwood
"These High, Green Hills",Jan Karon
Living History,Hillary Rodham Clinton
A Study in Scarlet,Arthur Conan Doyle
Monster,Frank E. Peretti
Deeper than Midnight,Lara Adrian
The Likeness,Tana French
Ragtime,E.L. Doctorow
Second Chance Summer,Morgan Matson
Cities of the Plain ,Cormac McCarthy
Heartless,Marissa Meyer
Half Blood Blues,Esi Edugyan
City of Golden Shadow,Tad Williams
Saphirblau,Kerstin Gier
Deception Point,Dan Brown
Chromosome 6,Robin Cook
Christy,Catherine Marshall
The Nest,Cynthia D'Aprix Sweeney
Run,Ann Patchett
Memory,Doug Lloyd
On the Jellicoe Road,Melina Marchetta
Lord of Scoundrels,Loretta Chase
Rebel of the Sands,Alwyn Hamilton
Skinny Legs and All,Tom Robbins
T is for Trespass ,Sue Grafton
The Girl of Fire and Thorns,Rae Carson
In the Woods,Tana French
Stone of Tears,Terry Goodkind
The Assassin's Blade,Sarah J. Maas
Vanish,Sophie Jordan
A Trick of the Light,Louise Penny
Beezus and Ramona,Beverly Cleary
The Human Division,John Scalzi
Barnyard Dance,Sandra Boynton
Dark Desire,Christine Feehan
Cleopatra's Daughter,Michelle Moran
Twilight Eyes,Dean Koontz
Lover Unbound,J.R. Ward
The Namesake,Jhumpa Lahiri
Pardonable Lies,Jacqueline Winspear
The Summer I Turned Pretty,Jenny Han
The Testament,John Grisham
The Magic of Recluce,L.E. Modesitt Jr.
The Year of Fog,Michelle Richmond
Archangel's Blade,Nalini Singh
SilverFin,Charlie Higson
Lothaire,Kresley Cole
Watership Down,Richard Adams
"Crank (Crank, #1)",Ellen Hopkins
The Wounded Land,Stephen R. Donaldson
Anne of Green Gables,L.M. Montgomery
The Eternity Code,Eoin Colfer
Key of Knowledge,Nora Roberts
Lily and the Octopus,Steven  Rowley
"Rich Man, Poor Man",Irwin Shaw
The Great Book of Amber,Roger Zelazny
Love You More,Lisa Gardner
Acceptance,Jeff VanderMeer
Birthright,Nora Roberts
Open City,Teju Cole
Roses,Leila Meacham
The Complete Works,William Shakespeare
Best Kept Secret,Jeffrey Archer
The Lions of Lucerne,Brad Thor
The Magician King,Lev Grossman
One Week Girlfriend,Monica  Murphy
The Queen,Kiera Cass
The Bitter Kingdom,Rae Carson
Lucky,Alice Sebold
Lucky,Jackie Collins
Tiger's Quest,Colleen Houck
The Simple Truth,David Baldacci
A Rogue by Any Other Name,Sarah MacLean
End of Watch,Stephen King
La lenteur,"Milan Kundera, Linda Asher"
The Colorado Kid,Stephen King
The Fifth Season,N.K. Jemisin
'Tis: A Memoir,Frank McCourt
The Gold Coast,Nelson DeMille
Cruel & Unusual,Patricia Cornwell
X,Sue Grafton
Valley of Silence,Nora Roberts
Happy Ever After,Nora Roberts
The Faithful Spy,Alex Berenson
Rules,Cynthia Lord
Z for Zachariah,Robert C. O'Brien
Chasing the Dime,Michael Connelly
Naked Heat,Richard Castle
The Flamethrowers,Rachel Kushner
Airport,Arthur Hailey
The House at Tyneford,Natasha Solomons
Howards End,E.M. Forster
This Boy's Life: A Memoir,Tobias Wolff
Dumplin',Julie   Murphy
Just One Look,Harlan Coben
Temple,Matthew Reilly
Plum Lucky ,Janet Evanovich
The Gunslinger,Stephen King
Back Spin,Harlan Coben
Fallen,Karin Slaughter
Zero Day,David Baldacci
Revenge of the Spellmans,Lisa Lutz
Gaudy Night,Dorothy L. Sayers
The Passage,Justin Cronin
The Exiled Queen,Cinda Williams Chima
The Bookseller,Cynthia Swanson
The Art of Fielding,Chad Harbach
Le Roi Babar,Jean de Brunhoff
Angels Fall,Nora Roberts
Means of Ascent ,Robert A. Caro
Shroud for a Nightingale,P.D. James
The Wanderer,Robyn Carr
The Last Full Measure,Jeff Shaara
Unleash the Night,Sherrilyn Kenyon
Sandstorm,James Rollins
The 5th Wave,Rick Yancey
Black 1. The Birth of Evil,Ted Dekker
Kill Alex Cross,James Patterson
The Rapture of Canaan,Sheri Reynolds
The Client,John Grisham
Pretties,Scott Westerfeld
Outlander,Diana Gabaldon
Sleepers,Lorenzo Carcaterra
Graduation Day,Joelle Charbonneau
The Private Patient,P.D. James
Rise of the Evening Star,Brandon Mull
The Power of Now,Eckhart Tolle
A Mango-Shaped Space,Wendy Mass
The Viscount Who Loved Me,Julia Quinn
Angel ,L.A. Weatherly
All Our Yesterdays,Cristin Terrill
The Robber Bride,Margaret Atwood
Born to Run,Bruce Springsteen
"Look Homeward, Angel",Thomas Wolfe
Heartsick,Chelsea Cain
My Life,Bill Clinton
Bee Season,Myla Goldberg
Generation Kill,Evan Wright
Innocence,Dean Koontz
The Peach Keeper ,Sarah Addison Allen
Shopaholic Abroad,Sophie Kinsella
The Last Policeman,Ben H. Winters
The Sword in the Stone,T.H. White
Red Dragon,Thomas Harris
Tigers in Red Weather,Liza Klaussmann
Mean Streak,Sandra Brown
Delicious!,Ruth Reichl
Lost in a Good Book,Jasper Fforde
Magic Rises,Ilona Andrews
Daddy's Little Girl,Mary Higgins Clark
Heir to the Empire,Timothy Zahn
MacRieve,Kresley Cole
SantaLand Diaries,David Sedaris
Where Rainbows End,Cecelia Ahern
Ice Hunt,James Rollins
Birdman,Mo Hayder
Sweet Tooth,Ian McEwan
Misguided Angel,Melissa de la Cruz
The Uplift War,David Brin
Sir Thursday,Garth Nix
Big Brother,Lionel Shriver
The Diamond Throne,David Eddings
"Bright Lights, Big City",Jay McInerney
The Dark Half,Stephen King
Everbound,Brodi Ashton
Legally Blonde,Amanda Brown
The Orenda,Joseph Boyden
Silence,Natasha Preston
Howl's Moving Castle,Diana Wynne Jones
Reservation Blues,Sherman Alexie
Elantris,Brandon Sanderson
Cujo,Stephen King
The Beast,J.R. Ward
The Dark Tower,Stephen King
The Monstrumologist,Rick Yancey
Remember Me?,Sophie Kinsella
We Are Water,Wally Lamb
Hope to Die,James Patterson
The Edge of Always,J.A. Redmerski
Black Dawn,Rachel Caine
Die Traumdeutung,Sigmund Freud
Slade House,David Mitchell
The Color Purple,Alice Walker
Aftermath,Chuck Wendig
Starters,Lissa Price
Assassin's Apprentice,Robin Hobb
Annihilation,Jeff VanderMeer
Green Mars,Kim Stanley Robinson
Book of Shadows,Cate Tiernan
Tai-Pan,James Clavell
Succulent Wild Woman,S.A.R.K.
Shotgun Lovesongs,Nickolas Butler
Seven Up,Janet Evanovich
Silken Prey,John Sandford
Mutant Message Down Under,Marlo Morgan
The Dark Highlander,Karen Marie Moning
Five Go to Smuggler's Top,Enid Blyton
The Joy Luck Club,Amy Tan
The Matlock Paper,Robert Ludlum
Feed,M.T. Anderson
The Illearth War,Stephen R. Donaldson
I Am Number Four,Pittacus Lore
Not My Daughter,Barbara Delinsky
Doctors,Erich Segal
Panic,Lauren Oliver
All He Ever Wanted,Anita Shreve
Black List,Brad Thor
Story of a Girl,Sara Zarr
Terrier,Tamora Pierce
Franny and Zooey,J.D. Salinger
September,Rosamunde Pilcher
Mister Pip,Lloyd Jones
xxxHOLiC #1,"CLAMP, William Flanagan"
Magic's Promise,Mercedes Lackey
Hell's Angels,Hunter S. Thompson
Wizard at Large ,Terry Brooks
The Lions of Little Rock,Kristin Levine
Horus Rising,Dan Abnett
Hallucinations,Oliver Sacks
The Castle of Llyr,Lloyd Alexander
Dreamless,Josephine Angelini
The Book of Life,Deborah Harkness
Two-Way Street,Lauren Barnholdt
The Little Friend,Donna Tartt
The Sword of Summer,Rick Riordan
The Secret River,Kate Grenville
The Art of Travel,Alain de Botton
The Invisible Library,Genevieve Cogman
The Blessing Way,Tony Hillerman
Daring to Dream,Nora Roberts
Laskar Pelangi,Andrea Hirata
Best Friends Forever,Jennifer Weiner
Tower Lord,Anthony  Ryan
Salvage the Bones,Jesmyn Ward
Don't Look Back,Jennifer L. Armentrout
The Gargoyle,Andrew Davidson
Karin,Yuna Kagesaki
The Water-Method Man,John Irving
The Damnation Game,Clive Barker
Shadow Puppets,Orson Scott Card
Brida,"Paulo Coelho, Montserrat Mira"
Priestess of the White,Trudi Canavan
Flawless,Sara Shepard
How to Be Good,Nick Hornby
State Of The Union,Brad Thor
A Clockwork Orange,Anthony Burgess
Last Orders,Graham Swift
Sins & Needles,Karina Halle
The Dragon Heir,Cinda Williams Chima
Change of Heart,Jodi Picoult
Hounded,Kevin Hearne
The Pleasure of My Company,Steve Martin
Magic Burns,Ilona Andrews
Shards of Honor,Lois McMaster Bujold
The Cold Dish,Craig Johnson
Shadowland,Alyson Noel
Deep Fathom,James Rollins
Hearts in Atlantis,Stephen King
The Island,Victoria Hislop
"I, Elizabeth",Rosalind Miles
Astonish Me,Maggie Shipstead
Duck On A Bike,David Shannon
"Darkness, Be My Friend",John Marsden
Mattimeo,Brian Jacques
Hark! A Vagrant,Kate Beaton
When You Reach Me,Rebecca Stead
Bagombo Snuff Box,Kurt Vonnegut Jr.
Leviathan,Scott Westerfeld
Crescendo,Becca Fitzpatrick
The Red Queen,Philippa Gregory
NOS4A2,Joe Hill
Shadow of the Hegemon,Orson Scott Card
Keep Quiet,Lisa Scottoline
Sisterhood Everlasting,Ann Brashares
Leviathan,Paul Auster
Pyramids,Terry Pratchett
World After,Susan Ee
Time and Again,Jack Finney
Something Blue,Emily Giffin
Epic Fail,Claire LaZebnik
The Gathering,Kelley Armstrong
The Darkest Pleasure,Gena Showalter
The Story of My Life,Helen Keller
The Imperfectionists,Tom Rachman
Shadowfever,Karen Marie Moning
Very Valentine,Adriana Trigiani
Why Not Me?,Mindy Kaling
A Wrinkle in Time,Madeleine L'Engle
The Revenant,Michael Punke
Strangers on a Train,Patricia Highsmith
The Ice Queen,Alice Hoffman
Faking It ,Jennifer Crusie
The People of Sparks,Jeanne DuPrau
Food Rules,Michael Pollan
Promises in Death,J.D. Robb
Kane and Abel,Jeffrey Archer
Dark Desires After Dusk,Kresley Cole
Wolf Hall,Hilary Mantel
Real,Katy Evans
Euphoria,Lily King
Indelible,Karin Slaughter
Yu Yu Hakusho,Yoshihiro Togashi
Dreamfever,Karen Marie Moning
Tigana,Guy Gavriel Kay
The Burning Land,Bernard Cornwell
Storm Glass,Maria V. Snyder
The Death Cure,James Dashner
Rejoice,"Karen Kingsbury, Gary Smalley"
Before I Die,Jenny Downham
The Iron Daughter,Julie Kagawa
W is for Wasted,Sue Grafton
Dark Places,Gillian Flynn
Strangers,Dean Koontz
Ghost Town,Rachel Caine
Brotherhood in Death,J.D. Robb
Ash,Malinda Lo
Firestar's Quest,Erin Hunter
The Fifth Witness,Michael Connelly
The Cider House Rules,John Irving
Gabriel's redemption,Sylvain Reynard
Prized,Caragh M. O'Brien
Buried Prey,John Sandford
The Witching Hour,Anne Rice
And the Shofar Blew,Francine Rivers
Wicked Business,Janet Evanovich
How We Are Hungry,Dave Eggers
The World Without Us,Alan Weisman
Four to Score ,Janet Evanovich
Field of Dishonor,David Weber
Emotional Intelligence,Daniel Goleman
The Confessor,Daniel Silva
Off to Be the Wizard,Scott  Meyer
The Raw Shark Texts,Steven Hall
The Throne of Fire,Rick Riordan
The Snowman,Raymond Briggs
Interpreter of Maladies,Jhumpa Lahiri
Deep Storm,Lincoln Child
The Grey King,Susan Cooper
Darker After Midnight,Lara Adrian
The Last Child,John Hart
Edenbrooke,Julianne Donaldson
Grave Dance,Kalayna Price
Women of the Silk,Gail Tsukiyama
The Scarlet Thread ,Francine Rivers
A Bridge Too Far,Cornelius Ryan
Gone Tomorrow,Lee Child
Blackout,Mira Grant
Island,Aldous Huxley
Rendezvous with Rama,Arthur C. Clarke
Wallbanger,Alice Clayton
The Jesus I Never Knew,Philip Yancey
Blood Memory,Greg Iles
Lonesome Dove,Larry McMurtry
Duma Key,Stephen King
The Virgin Blue,Tracy Chevalier
Danny and the Dinosaur,Syd Hoff
Paint It Black,Janet Fitch
Paula,Isabel Allende
Seabiscuit,Laura Hillenbrand
The Twits,"Roald Dahl, Quentin Blake"
Eating the Dinosaur,Chuck Klosterman
Moonraker,Ian Fleming
Destined,"P.C. Cast, Kristin Cast"
Saturday,Ian McEwan
Making Money,Terry Pratchett
Me Talk Pretty One Day,David Sedaris
More Than Human,Theodore Sturgeon
Stone of Farewell,Tad Williams
The Rosie Project,Graeme Simsion
The Confusion,Neal Stephenson
Interview with the Vampire,Anne Rice
Invisible Man,Ralph Ellison
A Wanted Man,"Lee Child, Dick Hill"
H.M.S. Surprise ,Patrick O'Brian
Cane River,Lalita Tademy
A Wolf at the Table,Augusten Burroughs
The Magic Faraway Tree,Enid Blyton
Desert Solitaire,Edward Abbey
Faking It,Cora Carmack
Two Boys Kissing,David Levithan
Annabel,Lauren Oliver
The Emperor's Children,Claire Messud
The Dream Hunter,Sherrilyn Kenyon
Castle Roogna,Piers Anthony
Blood of the Fold,Terry Goodkind
Goddess Interrupted,Aimee Carter
Playing with Fire,Derek Landy
United We Spy,Ally Carter
Native Son ,Richard Wright
The Monk,Matthew      Lewis
At Bertram's Hotel,Agatha Christie
Gang Leader for a Day,Sudhir Venkatesh
The Chamber,John Grisham
Impulse,Ellen Hopkins
A Stranger in the Mirror,Sidney Sheldon
Mostly Harmless,Douglas Adams
Gabriel's Rapture,Sylvain Reynard
Robots and Empire,Isaac Asimov
Pygmalion,George Bernard Shaw
Clara and Mr. Tiffany,Susan Vreeland
The Girls,Emma Cline
The Farthest Shore,Ursula K. Le Guin
The Other Hand,Chris Cleave
The Winner's Crime,Marie Rutkoski
"Good Night, Gorilla",Peggy Rathmann
The Crossing Places,Elly Griffiths
The Vampire Lestat,Anne Rice
Leaves of Grass,Walt Whitman
Easy,Tammara Webber
If Tomorrow Comes,Sidney Sheldon
Live To Tell,Lisa Gardner
Travel Team,Mike Lupica
The Calling,Kelley Armstrong
Pandora,Anne Rice
The Keep,Jennifer Egan
Chronicles: Volume One,Bob Dylan
Roller Girl,Victoria Jamieson
Chapterhouse: Dune,Frank Herbert
Mortality,Christopher Hitchens
At First Sight,Nicholas Sparks
Caliban's War,James S.A. Corey
Awake at Dawn,C.C. Hunter
Dexter Is Delicious,Jeff Lindsay
A Lot Like Love,Julie James
Huis clos,Jean-Paul Sartre
Between Shades of Gray,Ruta Sepetys
Bergdorf Blondes,Plum Sykes
The Forever War,Joe Haldeman
Son of the Shadows,Juliet Marillier
Birthmarked,Caragh M. O'Brien
Native Tongue,Carl Hiaasen
Reamde,Neal Stephenson
Black Hole,Charles Burns
The Woods,Harlan Coben
About a Boy,Nick Hornby
The Time of My Life,Cecelia Ahern
Maniac Magee,Jerry Spinelli
Tehanu,Ursula K. Le Guin
Number the Stars,Lois Lowry
Curious George Takes a Job,H.A. Rey
Falling Angels,Tracy Chevalier
Demon From the Dark ,Kresley Cole
The One Plus One,Jojo Moyes
One Tuesday Morning,Karen Kingsbury
Pretty Baby,Mary Kubica
Wizard's First Rule,Terry Goodkind
Wit : A Play,Margaret Edson
The Sense of an Ending,Julian Barnes
The Eyre Affair,Jasper Fforde
Where's Spot? ,Eric Hill
Hour Game,David Baldacci
Light,Michael  Grant
Not My Father's Son,Alan Cumming
The Tenth Justice,Brad Meltzer
The Hat,Jan Brett
Gone Girl,Gillian Flynn
Radiant Angel,Nelson DeMille
Live Wire,Harlan Coben
River Secrets,Shannon Hale
Forrest Gump,Winston Groom
Gardens of the Moon,Steven Erikson
The Story of Philosophy,Will Durant
Why Evolution Is True,Jerry A. Coyne
Passion's Reign,Karen Harper
First Term at Malory Towers,Enid Blyton
Hyperion,Dan Simmons
Zoe's Tale,John Scalzi
Out of the Dust,Karen Hesse
The Mime Order,Samantha Shannon
Guardians of the West,David Eddings
Sellevision,Augusten Burroughs
Anya's Ghost,Vera Brosgol
Shaman's Crossing,Robin Hobb
The Mothers,Brit Bennett
Friends and Lovers,Eric Jerome Dickey
Rose in Bloom,Louisa May Alcott
The Sun Is Also a Star,Nicola Yoon
Hocus Pocus,Kurt Vonnegut Jr.
Demonglass,Rachel Hawkins
His Majesty's Dragon,Naomi Novik
The Legacy,R.A. Salvatore
Infected,Scott Sigler
The Book of Tomorrow,Cecelia Ahern
Hell House,Richard Matheson
Lord of Misrule,Rachel Caine
Outcast of Redwall,Brian Jacques
The Dead Zone,Stephen King
See Jane Score,Rachel Gibson
Fly Away,Kristin Hannah
Big Red,"Jim Kjelgaard, Carl Pfeuffer"
Serena,Ron Rash
Flush,Carl Hiaasen
Fugitive Pieces,Anne Michaels
Blackwood Farm,Anne Rice
Something Borrowed,Emily Giffin
The Book of Luke,Jenny O'Connell
The Tin Roof Blowdown,James Lee Burke
Sleeping Murder,Agatha Christie
Cruel Beauty,Rosamund Hodge
A Beautiful Dark ,Jocelyn Davies
The Shadowy Horses,Susanna Kearsley
All the Weyrs of Pern,Anne McCaffrey
Beach Music,Pat Conroy
In The Afterlight,Alexandra Bracken
Sea Glass,Maria V. Snyder
The Inheritance of Loss,Kiran Desai
Your Heart Belongs to Me,Dean Koontz
A Redbird Christmas,Fannie Flagg
House of Leaves,Mark Z. Danielewski
Unfamiliar Fishes,Sarah Vowell
The Baker's Daughter,Sarah McCoy
Push,Sapphire
The Garden of Eden,Ernest Hemingway
City of Lost Souls,Cassandra Clare
The End of Mr. Y.,Scarlett Thomas
Reached,Ally Condie
Monster,Walter Dean Myers
Assassin's Quest,Robin Hobb
Snakehead,Anthony Horowitz
Emily of New Moon,L.M. Montgomery
Wanted,Sara Shepard
Still Alice,Lisa Genova
Suicide Notes,Michael Thomas Ford
Jumanji,Chris Van Allsburg
Caddie Woodlawn,Carol Ryrie Brink
A Separate Peace,John Knowles
Beyond Reach,Karin Slaughter
Fragments,Dan Wells
Scorpia Rising,Anthony Horowitz
The Hate U Give,Angie Thomas
Rise of Empire,Michael J. Sullivan
Born in Fire ,Nora Roberts
I'll Walk Alone,Mary Higgins Clark
Two for the Dough,Janet Evanovich
The Wordy Shipmates,Sarah Vowell
Holiday in Death,J.D. Robb
Stray,Rachel Vincent
Stormy Weather,Carl Hiaasen
More Than This,Patrick Ness
Evernight,Claudia Gray
Domes of Fire,David Eddings
A Kiss in Time,Alex Flinn
